locus_tag,state,FUN,KO,KA,COG,CA,NCBI,baseMean.WT,log2FoldChange.WT,lfcSE.WT,stat.WT,pvalue.WT,padj.WT,WT1IN.WT,WT3IN.WT,WT1NFR5.WT,WT3NFR5.WT,WT1GIFU.WT,WT3GIFU.WT,WT1COL0.WT,WT3COL0.WT,baseMean.NS,log2FoldChange.NS,lfcSE.NS,stat.NS,pvalue.NS,padj.NS,NS1IN.NS,NS3IN.NS,NS1NFR5.NS,NS3NFR5.NS,NS1GIFU.NS,NS3GIFU.NS,NS1COL0.NS,NS3COL0.NS
R7A2020_20685,NS-IN-ES,E,K04487,cysteine desulfurase [EC:2.8.1.7],E,Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine,cysteine desulfurase,79.97342547895364,-5.818633901218929,2.1551021590765567,5.50754998974007,0.13818774112825874,0.6883358543529189,32.59508953630343,168.14714827102847,0,6.334020533769378,18.802095830172437,59.89867317052473,4.298300060675776,349.71207642915493,120.9655885590876,-3.351059617211172,1.9868805733326296,11.366780087250532,0.00989922696276254,0.20497445142361367,318.8804943432119,57.312201552112,52.8100019094767,0,0,1.0098909972716752,10.280285807765397,527.4318338628632
R7A2020_20685,WT-IN-ES,E,K04487,cysteine desulfurase [EC:2.8.1.7],E,Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine,cysteine desulfurase,79.97342547895364,-5.818633901218929,2.1551021590765567,5.50754998974007,0.13818774112825874,0.6883358543529189,32.59508953630343,168.14714827102847,0,6.334020533769378,18.802095830172437,59.89867317052473,4.298300060675776,349.71207642915493,120.9655885590876,-3.351059617211172,1.9868805733326296,11.366780087250532,0.00989922696276254,0.20497445142361367,318.8804943432119,57.312201552112,52.8100019094767,0,0,1.0098909972716752,10.280285807765397,527.4318338628632
R7A2020_29805,ICE-IN-ES,E,K22847,S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent) [EC:2.8.5.1],E,Pyridoxal-5-phosphate-dependent protein beta subunit,cysteine synthase family protein,85.31551486468467,-1.0309576364151922,1.7342656204934426,2.6933330422591553,0.44136146322103104,0.8917548446471623,60.74539413583822,93.5318512257596,34.84829737257432,17.94639151234657,13.43006845012317,353.94670509855524,80.5931261376708,27.482284984609425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_24365,NS-IN-ES,E,K13017,UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98],E,Belongs to the DegT DnrJ EryC1 family,DegT/DnrJ/EryC1/StrS aminotransferase family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_24365,WT-IN-ES,E,K13017,UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98],E,Belongs to the DegT DnrJ EryC1 family,DegT/DnrJ/EryC1/StrS aminotransferase family protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_30160,ICE-IN-ES,E,K00836,diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76],E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,diaminobutyrate--2-oxoglutarate transaminase,139.5292253450123,-2.9637497168519698,1.3185828424739565,4.607400157863182,0.20290817705558664,0.7696653861343701,72.5981539672213,168.14714827102847,33.931236915401314,25.33608213507751,295.4615059027097,58.34286347778383,160.11167726017263,302.30513483070365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_07665,NS-PL-CE,E,K01586,diaminopimelate decarboxylase [EC:4.1.1.20],E,Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine,diaminopimelate decarboxylase,92.58439102896426,-3.4279758963164606,2.520645382766241,28.853061732074714,2.4044227894331983e-6,4.512558641587854e-4,709.6839949040611,26.2729919173482,0,0,0.895337896674878,0,1.074575015168944,2.7482284984609424,160.98012844124779,-4.111341649199902,1.6080733999481818,55.75065790296024,4.748472519580281e-12,2.8622737131914473e-9,781.0080857546635,464.22883257210725,1.2573809978446835,1.0258487882015046,0,1.0098909972716752,8.566904839804497,30.74408358008918
R7A2020_07665,WT-PL-CE,E,K01586,diaminopimelate decarboxylase [EC:4.1.1.20],E,Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine,diaminopimelate decarboxylase,92.58439102896426,-3.4279758963164606,2.520645382766241,28.853061732074714,2.4044227894331983e-6,4.512558641587854e-4,709.6839949040611,26.2729919173482,0,0,0.895337896674878,0,1.074575015168944,2.7482284984609424,160.98012844124779,-4.111341649199902,1.6080733999481818,55.75065790296024,4.748472519580281e-12,2.8622737131914473e-9,781.0080857546635,464.22883257210725,1.2573809978446835,1.0258487882015046,0,1.0098909972716752,8.566904839804497,30.74408358008918
R7A2020_07665,PL-CORE-ES,E,K01586,diaminopimelate decarboxylase [EC:4.1.1.20],E,Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine,diaminopimelate decarboxylase,92.58439102896426,-3.4279758963164606,2.520645382766241,28.853061732074714,2.4044227894331983e-6,4.512558641587854e-4,709.6839949040611,26.2729919173482,0,0,0.895337896674878,0,1.074575015168944,2.7482284984609424,160.98012844124779,-4.111341649199902,1.6080733999481818,55.75065790296024,4.748472519580281e-12,2.8622737131914473e-9,781.0080857546635,464.22883257210725,1.2573809978446835,1.0258487882015046,0,1.0098909972716752,8.566904839804497,30.74408358008918
R7A2020_04685,NS-IN-ES,E,K01778,diaminopimelate epimerase [EC:5.1.1.7],E,"Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan",diaminopimelate epimerase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_04685,WT-IN-ES,E,K01778,diaminopimelate epimerase [EC:5.1.1.7],E,"Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine and an essential component of the bacterial peptidoglycan",diaminopimelate epimerase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_05700,NS-PL-CE,E,K00931,glutamate 5-kinase [EC:2.7.2.11],E,Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate,glutamate 5-kinase,140.25326635636512,4.8744841318894085,1.9763029019376281,8.996354182472075,0.029339398959351795,0.3989222634756091,225.20243679627828,415.11327229410153,0,443.38143736385643,22.38344741687195,0.777904846370451,9.671175136520494,5.496456996921885,117.80008407300274,0.7625907301070486,3.861429340765537,6.118474893069823,0.10598630046637092,0.6046011356782989,482.05762230790236,426.4027795477133,21.375476963359617,0,0,0,12.564793765046597,0
R7A2020_05700,WT-IN-ES,E,K00931,glutamate 5-kinase [EC:2.7.2.11],E,Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate,glutamate 5-kinase,140.25326635636512,4.8744841318894085,1.9763029019376281,8.996354182472075,0.029339398959351795,0.3989222634756091,225.20243679627828,415.11327229410153,0,443.38143736385643,22.38344741687195,0.777904846370451,9.671175136520494,5.496456996921885,117.80008407300274,0.7625907301070486,3.861429340765537,6.118474893069823,0.10598630046637092,0.6046011356782989,482.05762230790236,426.4027795477133,21.375476963359617,0,0,0,12.564793765046597,0
R7A2020_05700,PL-NS-UE,E,K00931,glutamate 5-kinase [EC:2.7.2.11],E,Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate,glutamate 5-kinase,140.25326635636512,4.8744841318894085,1.9763029019376281,8.996354182472075,0.029339398959351795,0.3989222634756091,225.20243679627828,415.11327229410153,0,443.38143736385643,22.38344741687195,0.777904846370451,9.671175136520494,5.496456996921885,117.80008407300274,0.7625907301070486,3.861429340765537,6.118474893069823,0.10598630046637092,0.6046011356782989,482.05762230790236,426.4027795477133,21.375476963359617,0,0,0,12.564793765046597,0
R7A2020_09610,NS-PL-CE,E,K00265,glutamate synthase (NADPH) large chain [EC:1.4.1.13],E,glutamate synthase,glutamate synthase large subunit,106.7118472339915,-5.5225534697433085,2.1254212810703774,33.26976373791887,2.825126548270516e-7,8.21829312891893e-5,560.04290203285,245.91520434637914,0,1.055670088961563,0.895337896674878,0,10.745750151689439,35.03991335537702,319.2694855525562,-3.2228923983053064,2.4225877852439712,8.30305780239857,0.04014653983542437,0.403406949687544,1386.3827742343549,867.7067314989757,12.573809978446834,0,2.2295441241913783,168.65179654436977,112.51201689609907,4.099211144011891
R7A2020_09610,WT-IN-ES,E,K00265,glutamate synthase (NADPH) large chain [EC:1.4.1.13],E,glutamate synthase,glutamate synthase large subunit,106.7118472339915,-5.5225534697433085,2.1254212810703774,33.26976373791887,2.825126548270516e-7,8.21829312891893e-5,560.04290203285,245.91520434637914,0,1.055670088961563,0.895337896674878,0,10.745750151689439,35.03991335537702,319.2694855525562,-3.2228923983053064,2.4225877852439712,8.30305780239857,0.04014653983542437,0.403406949687544,1386.3827742343549,867.7067314989757,12.573809978446834,0,2.2295441241913783,168.65179654436977,112.51201689609907,4.099211144011891
R7A2020_09610,PL-NS-UE,E,K00265,glutamate synthase (NADPH) large chain [EC:1.4.1.13],E,glutamate synthase,glutamate synthase large subunit,106.7118472339915,-5.5225534697433085,2.1254212810703774,33.26976373791887,2.825126548270516e-7,8.21829312891893e-5,560.04290203285,245.91520434637914,0,1.055670088961563,0.895337896674878,0,10.745750151689439,35.03991335537702,319.2694855525562,-3.2228923983053064,2.4225877852439712,8.30305780239857,0.04014653983542437,0.403406949687544,1386.3827742343549,867.7067314989757,12.573809978446834,0,2.2295441241913783,168.65179654436977,112.51201689609907,4.099211144011891
R7A2020_09615,NS-PL-CE,E,K00266,glutamate synthase (NADPH) small chain [EC:1.4.1.13],E,glutamate synthase,glutamate synthase subunit beta,59.05742571571491,0.19541565485450607,3.3078152034996737,20.05561927676569,1.6529631650060635e-4,0.017173106596437993,327.43249034195725,145.02691538376206,0,0,0,0,0,0,123.29210019263664,-2.8759896355545362,2.1008445710946186,28.695926227135196,2.594307527381737e-6,4.245356971147975e-4,500.74202627332494,465.37507660314947,2.514761995689367,0,0,0,17.704936668929296,0
R7A2020_09615,WT-IN-ES,E,K00266,glutamate synthase (NADPH) small chain [EC:1.4.1.13],E,glutamate synthase,glutamate synthase subunit beta,59.05742571571491,0.19541565485450607,3.3078152034996737,20.05561927676569,1.6529631650060635e-4,0.017173106596437993,327.43249034195725,145.02691538376206,0,0,0,0,0,0,123.29210019263664,-2.8759896355545362,2.1008445710946186,28.695926227135196,2.594307527381737e-6,4.245356971147975e-4,500.74202627332494,465.37507660314947,2.514761995689367,0,0,0,17.704936668929296,0
R7A2020_09615,PL-NS-UE,E,K00266,glutamate synthase (NADPH) small chain [EC:1.4.1.13],E,glutamate synthase,glutamate synthase subunit beta,59.05742571571491,0.19541565485450607,3.3078152034996737,20.05561927676569,1.6529631650060635e-4,0.017173106596437993,327.43249034195725,145.02691538376206,0,0,0,0,0,0,123.29210019263664,-2.8759896355545362,2.1008445710946186,28.695926227135196,2.594307527381737e-6,4.245356971147975e-4,500.74202627332494,465.37507660314947,2.514761995689367,0,0,0,17.704936668929296,0
R7A2020_05705,NS-PL-CE,E,K00147,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],E,Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate,glutamate-5-semialdehyde dehydrogenase,97.097850541563,-2.8578475033348822,2.096948786666797,9.868417994478833,0.019718391255352234,0.33779235421298776,288.9110208899623,285.8501520607484,0.9170604571730085,23.224741957154386,0,3.111619385481804,174.08115245736892,0.6870571246152356,101.7923565842029,0.302562864359748,1.9907277226675875,25.01586174056869,1.5323036222940932e-5,0.0018071189458577078,264.07290937797234,491.738689317121,0,3.077546364604514,3.3443161862870676,49.48465886631209,0.5711269893202998,2.0496055720059454
R7A2020_05705,WT-PL-CE,E,K00147,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],E,Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate,glutamate-5-semialdehyde dehydrogenase,97.097850541563,-2.8578475033348822,2.096948786666797,9.868417994478833,0.019718391255352234,0.33779235421298776,288.9110208899623,285.8501520607484,0.9170604571730085,23.224741957154386,0,3.111619385481804,174.08115245736892,0.6870571246152356,101.7923565842029,0.302562864359748,1.9907277226675875,25.01586174056869,1.5323036222940932e-5,0.0018071189458577078,264.07290937797234,491.738689317121,0,3.077546364604514,3.3443161862870676,49.48465886631209,0.5711269893202998,2.0496055720059454
R7A2020_05705,PL-CORE-ES,E,K00147,glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41],E,Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate,glutamate-5-semialdehyde dehydrogenase,97.097850541563,-2.8578475033348822,2.096948786666797,9.868417994478833,0.019718391255352234,0.33779235421298776,288.9110208899623,285.8501520607484,0.9170604571730085,23.224741957154386,0,3.111619385481804,174.08115245736892,0.6870571246152356,101.7923565842029,0.302562864359748,1.9907277226675875,25.01586174056869,1.5323036222940932e-5,0.0018071189458577078,264.07290937797234,491.738689317121,0,3.077546364604514,3.3443161862870676,49.48465886631209,0.5711269893202998,2.0496055720059454
R7A2020_28650,NS-PL-CE,E,K00013,histidinol dehydrogenase [EC:1.1.1.23],E,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine,histidinol dehydrogenase,824.8437991786408,-0.7849681864076202,0.618919041866819,50.691669970679314,5.6908775183126e-11,3.0099568546857004e-8,1972.0029169463578,1624.7218201688127,758.408998082078,307.1999958878148,59.98763907721682,39.673147164893,962.8192135913737,873.9366625105797,552.8831655427754,-3.9869729291225204,0.712882759977162,85.87258453503895,1.685949009228491e-18,2.286568343766141e-15,1897.0898159559051,921.580200957961,54.06738290732139,40.008102739858685,5.573860310478446,15.148364959075128,649.9425138465012,839.6550826651022
R7A2020_28650,PL-NS-UE,E,K00013,histidinol dehydrogenase [EC:1.1.1.23],E,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine,histidinol dehydrogenase,824.8437991786408,-0.7849681864076202,0.618919041866819,50.691669970679314,5.6908775183126e-11,3.0099568546857004e-8,1972.0029169463578,1624.7218201688127,758.408998082078,307.1999958878148,59.98763907721682,39.673147164893,962.8192135913737,873.9366625105797,552.8831655427754,-3.9869729291225204,0.712882759977162,85.87258453503895,1.685949009228491e-18,2.286568343766141e-15,1897.0898159559051,921.580200957961,54.06738290732139,40.008102739858685,5.573860310478446,15.148364959075128,649.9425138465012,839.6550826651022
R7A2020_30875,ICE-IN-ES,E,K00817,histidinol-phosphate aminotransferase [EC:2.6.1.9],E,Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily,histidinol-phosphate transaminase,68.50973766874662,-0.3103427450691927,2.0802470076881647,0.9612912401566263,0.8106171510033555,0.9808711138003329,112.60121839813914,124.00852184988351,49.52126468734246,17.94639151234657,159.37014560812827,0.777904846370451,76.29482607699501,7.557628370767592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_17310,NS-IN-ES,E,K00003,homoserine dehydrogenase [EC:1.1.1.3],E,homoserine dehydrogenase,homoserine dehydrogenase,8.010818094497981,-2.5451813296575585,4.874182727890061,3.171067145037938,0.36599454162234485,0.8648246093799976,29.63189957845767,31.527590300817838,0,0,0,0.777904846370451,2.149150030337888,0,18.869692021528174,-6.066166420463228,4.5423099936014335,4.158694612754722,0.2448300112353731,0.7672074357494936,3.7368807930845143,119.20937922839296,0,0,0,0,0,28.011276150747918
R7A2020_17310,WT-IN-ES,E,K00003,homoserine dehydrogenase [EC:1.1.1.3],E,homoserine dehydrogenase,homoserine dehydrogenase,8.010818094497981,-2.5451813296575585,4.874182727890061,3.171067145037938,0.36599454162234485,0.8648246093799976,29.63189957845767,31.527590300817838,0,0,0,0.777904846370451,2.149150030337888,0,18.869692021528174,-6.066166420463228,4.5423099936014335,4.158694612754722,0.2448300112353731,0.7672074357494936,3.7368807930845143,119.20937922839296,0,0,0,0,0,28.011276150747918
R7A2020_07545,NS-IN-ES,E,K00641,homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46],E,"Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine",homoserine O-acetyltransferase,21.43181484679763,0.19535069914208575,4.796432074675732,6.550299432057049,0.08769978647107371,0.5974676319539892,22.22392468384325,149.23059409053778,0,0,0,0,0,0,49.554332123077,0.8623903432862571,3.4254014670640487,17.539301673883596,5.473436476036379e-4,0.03413033664654868,69.75510813757761,326.6795488470384,0,0,0,0,0,0
R7A2020_07545,WT-IN-ES,E,K00641,homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46],E,"Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine",homoserine O-acetyltransferase,21.43181484679763,0.19535069914208575,4.796432074675732,6.550299432057049,0.08769978647107371,0.5974676319539892,22.22392468384325,149.23059409053778,0,0,0,0,0,0,49.554332123077,0.8623903432862571,3.4254014670640487,17.539301673883596,5.473436476036379e-4,0.03413033664654868,69.75510813757761,326.6795488470384,0,0,0,0,0,0
R7A2020_02225,NS-PL-CE,E,K02500,imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10],E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit",imidazole glycerol phosphate synthase subunit HisF,327.7771296656167,-2.5675990163627147,3.0579603598596026,3.530052397866001,0.31688529160278,0.8390544822445996,943.7760015738768,1208.5576281980173,54.10656697320751,0,0,94.90439125719503,17.193200242703103,303.67924907993415,372.23468406375366,-3.302302259614718,3.171030505281749,5.098242352602881,0.16474309260417502,0.6881490716601564,1370.1896241309887,1323.9118558537873,12.573809978446834,2.051697576403009,0,125.22648366168772,143.92400130871556,0
R7A2020_02225,WT-PL-CE,E,K02500,imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10],E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit",imidazole glycerol phosphate synthase subunit HisF,327.7771296656167,-2.5675990163627147,3.0579603598596026,3.530052397866001,0.31688529160278,0.8390544822445996,943.7760015738768,1208.5576281980173,54.10656697320751,0,0,94.90439125719503,17.193200242703103,303.67924907993415,372.23468406375366,-3.302302259614718,3.171030505281749,5.098242352602881,0.16474309260417502,0.6881490716601564,1370.1896241309887,1323.9118558537873,12.573809978446834,2.051697576403009,0,125.22648366168772,143.92400130871556,0
R7A2020_02225,PL-CORE-ES,E,K02500,imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10],E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit",imidazole glycerol phosphate synthase subunit HisF,327.7771296656167,-2.5675990163627147,3.0579603598596026,3.530052397866001,0.31688529160278,0.8390544822445996,943.7760015738768,1208.5576281980173,54.10656697320751,0,0,94.90439125719503,17.193200242703103,303.67924907993415,372.23468406375366,-3.302302259614718,3.171030505281749,5.098242352602881,0.16474309260417502,0.6881490716601564,1370.1896241309887,1323.9118558537873,12.573809978446834,2.051697576403009,0,125.22648366168772,143.92400130871556,0
R7A2020_02245,NS-PL-CE,E,K02501,imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10],E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",imidazole glycerol phosphate synthase subunit HisH,340.9995941088038,-5.445809747373957,1.425672451973658,40.1004214303541,1.0145419914503792e-8,4.216146647327362e-6,1004.521395709715,1481.7967441384385,0.9170604571730085,3.167010266884689,61.778314870566575,0.777904846370451,54.80332577361614,120.23499680766623,246.5540926283851,-4.027062817288195,3.6124489440209184,5.004159609503901,0.17149281052318074,0.6958477913898695,499.49639934229674,974.307426385904,0,28.72376606964213,0,1.0098909972716752,468.8952582319661,0
R7A2020_02245,WT-PL-CE,E,K02501,imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10],E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",imidazole glycerol phosphate synthase subunit HisH,340.9995941088038,-5.445809747373957,1.425672451973658,40.1004214303541,1.0145419914503792e-8,4.216146647327362e-6,1004.521395709715,1481.7967441384385,0.9170604571730085,3.167010266884689,61.778314870566575,0.777904846370451,54.80332577361614,120.23499680766623,246.5540926283851,-4.027062817288195,3.6124489440209184,5.004159609503901,0.17149281052318074,0.6958477913898695,499.49639934229674,974.307426385904,0,28.72376606964213,0,1.0098909972716752,468.8952582319661,0
R7A2020_02245,PL-CORE-ES,E,K02501,imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10],E,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",imidazole glycerol phosphate synthase subunit HisH,340.9995941088038,-5.445809747373957,1.425672451973658,40.1004214303541,1.0145419914503792e-8,4.216146647327362e-6,1004.521395709715,1481.7967441384385,0.9170604571730085,3.167010266884689,61.778314870566575,0.777904846370451,54.80332577361614,120.23499680766623,246.5540926283851,-4.027062817288195,3.6124489440209184,5.004159609503901,0.17149281052318074,0.6958477913898695,499.49639934229674,974.307426385904,0,28.72376606964213,0,1.0098909972716752,468.8952582319661,0
R7A2020_18565,NS-PL-CE,E,K01609,indole-3-glycerol phosphate synthase [EC:4.1.1.48],E,Belongs to the TrpC family,indole-3-glycerol phosphate synthase TrpC,474.16718258719857,-5.380236979525853,1.3577343781073934,66.30438865811384,2.6381775517551754e-14,5.116305665370537e-11,1247.5029722530678,2329.888923230438,0.9170604571730085,4.222680355846252,0,0.777904846370451,3.2237250455068316,206.80419450918592,500.0153821682428,-4.998062314891358,2.6991397731345725,6.434614435305377,0.09227712453097825,0.5700367630485805,1793.702780680567,1386.9552775611105,0,22.568673340433104,73.57495609831548,0,592.8298149144712,130.4915547510452
R7A2020_18565,WT-PL-CE,E,K01609,indole-3-glycerol phosphate synthase [EC:4.1.1.48],E,Belongs to the TrpC family,indole-3-glycerol phosphate synthase TrpC,474.16718258719857,-5.380236979525853,1.3577343781073934,66.30438865811384,2.6381775517551754e-14,5.116305665370537e-11,1247.5029722530678,2329.888923230438,0.9170604571730085,4.222680355846252,0,0.777904846370451,3.2237250455068316,206.80419450918592,500.0153821682428,-4.998062314891358,2.6991397731345725,6.434614435305377,0.09227712453097825,0.5700367630485805,1793.702780680567,1386.9552775611105,0,22.568673340433104,73.57495609831548,0,592.8298149144712,130.4915547510452
R7A2020_18565,PL-CORE-ES,E,K01609,indole-3-glycerol phosphate synthase [EC:4.1.1.48],E,Belongs to the TrpC family,indole-3-glycerol phosphate synthase TrpC,474.16718258719857,-5.380236979525853,1.3577343781073934,66.30438865811384,2.6381775517551754e-14,5.116305665370537e-11,1247.5029722530678,2329.888923230438,0.9170604571730085,4.222680355846252,0,0.777904846370451,3.2237250455068316,206.80419450918592,500.0153821682428,-4.998062314891358,2.6991397731345725,6.434614435305377,0.09227712453097825,0.5700367630485805,1793.702780680567,1386.9552775611105,0,22.568673340433104,73.57495609831548,0,592.8298149144712,130.4915547510452
R7A2020_15765,NS-PL-CE,E,K00053,ketol-acid reductoisomerase [EC:1.1.1.86],EH,"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate",ketol-acid reductoisomerase,287.54722165139293,-0.33786300086851734,3.111794813792568,9.876961878417063,0.01964148599719802,0.33779235421298776,1155.6440835598492,1094.007383438379,22.009450972152205,0,0,0.777904846370451,27.938950394392542,0,316.43900604113423,0.06692410538394704,3.3773627607936567,12.455687087164243,0.005974558251359424,0.1662152744288455,1867.194769611229,654.505341725119,5.029523991378734,0,0,0,0,4.782413001347205
R7A2020_15765,WT-PL-CE,E,K00053,ketol-acid reductoisomerase [EC:1.1.1.86],EH,"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate",ketol-acid reductoisomerase,287.54722165139293,-0.33786300086851734,3.111794813792568,9.876961878417063,0.01964148599719802,0.33779235421298776,1155.6440835598492,1094.007383438379,22.009450972152205,0,0,0.777904846370451,27.938950394392542,0,316.43900604113423,0.06692410538394704,3.3773627607936567,12.455687087164243,0.005974558251359424,0.1662152744288455,1867.194769611229,654.505341725119,5.029523991378734,0,0,0,0,4.782413001347205
R7A2020_15765,PL-CORE-ES,E,K00053,ketol-acid reductoisomerase [EC:1.1.1.86],EH,"Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate",ketol-acid reductoisomerase,287.54722165139293,-0.33786300086851734,3.111794813792568,9.876961878417063,0.01964148599719802,0.33779235421298776,1155.6440835598492,1094.007383438379,22.009450972152205,0,0,0.777904846370451,27.938950394392542,0,316.43900604113423,0.06692410538394704,3.3773627607936567,12.455687087164243,0.005974558251359424,0.1662152744288455,1867.194769611229,654.505341725119,5.029523991378734,0,0,0,0,4.782413001347205
